"Missed conference call from %@",,"Αναπάντητη κλήση διάσκεψης από %@",,"None",,"All",,"Skype for Business for iOS",,""
"Missed collaboration session from %@",,"Αναπάντητη περίοδος λειτουργίας συνεργασίας από %@",,"None",,"All",,"Skype for Business for iOS",,""
"Missed Conversation",,"Χαμένη συνομιλία",,"None",,"All",,"Skype for Business for iOS",,""
"Missed instant message from %@",,"Αναπάντητο άμεσο μήνυμα από %@",,"None",,"All",,"Skype for Business for iOS",,""
"You have %d new voice mails",,"Έχετε %d νέα μηνύματα φωνητικού ταχυδρομείου",,"None",,"All",,"Skype for Business for iOS",,""
"Missed video call from %@",,"Αναπάντητη κλήση βίντεο από %@",,"None",,"All",,"Skype for Business for iOS",,""
"This call can't be completed. Please enter your phone number in Options and try the call again.",,"Δεν είναι δυνατή η ολοκλήρωση αυτής της κλήσης. Καταχωρήστε τον αριθμό τηλεφώνου σας στις Επιλογές και δοκιμάστε να καλέσετε ξανά.",,"None",,"All",,"Skype for Business for iOS",,""
"Missing Phone Number",,"Αριθμός χαμένου τηλεφώνου",,"None",,"All",,"Skype for Business for iOS",,""
"This call can't be completed. Please enter your iPhone number in Options and try the call again.",,"Δεν είναι δυνατή η ολοκλήρωση αυτής της κλήσης. Καταχωρήστε τον αριθμό του iPhone σας στις Επιλογές και δοκιμάστε να καλέσετε ξανά.",,"None",,"All",,"Skype for Business for iOS",,""
"The manually configured server is missing. Please check it and retry.",,"Λείπει ο διακομιστής με μη αυτόματη ρύθμιση παραμέτρων. Ελέγξτε και δοκιμάστε ξανά.",,"None",,"All",,"Skype for Business for iOS",,""
"Answer calls from the lock screen, and log calls on your device.",,"Απαντήστε σε κλήσεις από την οθόνη κλειδώματος και καταγράψτε κλήσεις στη συσκευή σας.",,"None",,"All",,"Skype for Business for iOS",,""
"Answer calls from the lock screen, log calls on your device, and place calls from your Contacts list.",,"Απαντήστε σε κλήσεις από την οθόνη κλειδώματος, καταγράψτε κλήσεις στη συσκευή σας και πραγματοποιήστε κλήσεις από τη λίστα επαφών σας.",,"None",,"All",,"Skype for Business for iOS",,""
"Make calls right from your device's Contacts list.",,"Πραγματοποιήστε κλήσεις απευθείας από τη λίστα επαφών της συσκευής σας.",,"None",,"All",,"Skype for Business for iOS",,""
"Mobile Integration",,"Ενοποίηση κινητών συσκευών",,"None",,"All",,"Skype for Business for iOS",,""
"Show Advanced Options",,"Επιλογές για προχωρημένους",,"None",,"All",,"Skype for Business for iOS",,""
"More Options",,"Περισσότερες επιλογές",,"None",,"All",,"Skype for Business for iOS",,""
"To hear older voice mails, tap and hold 1 on the keypad, or go to Outlook.",,"Για να ακούσετε παλαιότερα μηνύματα, πατήστε παρατεταμένα τον αριθμό 1 στο πληκτρολόγιο ή μεταβείτε στο Outlook.",,"None",,"All",,"Skype for Business for iOS",,""
"Go to Outlook to hear older voice mails.",,"Μεταβείτε στο Outlook, για να ακούσετε παλαιότερα μηνύματα τηλεφωνητή.",,"None",,"All",,"Skype for Business for iOS",,""
"To listen to older voice mail messages, tap on the voice mail icon.",,"Για να ακούσετε παλαιότερα μηνύματα, πατήστε το εικονίδιο τηλεφωνητή.",,"None",,"All",,"Skype for Business for iOS",,""
"Someone is recording",,"Κάποιος κάνει εγγραφή",,"None",,"All",,"Skype for Business for iOS",,""
"Mute",,"Σίγαση",,"None",,"All",,"Skype for Business for iOS",,""
"Mute Speaker",,"Σίγαση ηχείων",,"None",,"All",,"Skype for Business for iOS",,""
"Muted",,"Σε σίγαση",,"None",,"All",,"Skype for Business for iOS",,""
"My Mobile Number",,"Αριθμός του κινητού μου",,"None",,"All",,"Skype for Business for iOS",,""
"Enter your iPhone number with country and region codes:",,"Πληκτρολογήστε τον αριθμό του iPhone σας με κωδικό χώρας και περιοχής:",,"None",,"All",,"Skype for Business for iOS",,""
"We need your iPhone number with country and region codes:",,"Χρειαζόμαστε τον αριθμό του iPhone σας με κωδικό χώρας και περιοχής:",,"None",,"All",,"Skype for Business for iOS",,""
"We need your phone number with country and region codes:",,"Χρειαζόμαστε τον αριθμό τηλεφώνου σας με κωδικό χώρας και περιοχής:",,"None",,"All",,"Skype for Business for iOS",,""
"Enter your phone number with country and region codes:",,"Πληκτρολογήστε τον αριθμό του τηλεφώνου σας με κωδικό χώρας και περιοχής:",,"None",,"All",,"Skype for Business for iOS",,""
"This lets you make and get work calls, and join meetings from Skype for Business.\n(If you use VoIP, and it's unavailable, this is your backup.)",,"Αυτό σας επιτρέπει να πραγματοποιείτε και να λαμβάνετε επαγγελματικές κλήσεις καθώς και να συμμετέχετε σε συσκέψεις από το Skype για επιχειρήσεις.\n(Εάν χρησιμοποιείτε το VoIP και δεν είναι διαθέσιμο, αυτή είναι η εναλλακτική λύση.)",,"None",,"All",,"Skype for Business for iOS",,""
"This lets you join meetings from Skype for Business.\n(If you use VoIP, and it's unavailable, this is your backup.)",,"Αυτό σας επιτρέπει να συμμετέχετε σε συσκέψεις από το Skype για επιχειρήσεις.\n(Εάν χρησιμοποιείτε το VoIP και δεν είναι διαθέσιμο, αυτή είναι η εναλλακτική λύση.)",,"None",,"All",,"Skype for Business for iOS",,""
"NEVER MISS YOUR WORK CALLS",,"ΠΟΤΕ ΠΙΑ ΑΝΑΠΑΝΤΗΤΕΣ ΕΠΑΓΓΕΛΜΑΤΙΚΕΣ ΚΛΗΣΕΙΣ",,"None",,"All",,"Skype for Business for iOS",,""
"NEVER MISS A MEETING",,"ΚΑΜΙΑ ΧΑΜΕΝΗ ΣΥΣΚΕΨΗ",,"None",,"All",,"Skype for Business for iOS",,""
"My Info",,"Κατάσταση",,"None",,"All",,"Skype for Business for iOS",,""
"Move back a slide",,"Πίσω κατά μία διαφάνεια",,"None",,"All",,"Skype for Business for iOS",,""
"Move forward a slide",,"Εμπρός κατά μία διαφάνεια",,"None",,"All",,"Skype for Business for iOS",,""
"We need your password to sign in.",,"Χρειαζόμαστε τον κωδικό πρόσβασής σας για είσοδο.",,"None",,"All",,"Skype for Business for iOS",,""
"New Contact",,"Νέα επαφή",,"None",,"All",,"Skype for Business for iOS",,""
"New Number",,"Νέος αριθμός",,"None",,"All",,"Skype for Business for iOS",,""
"Next",,"Επόμενο",,"None",,"All",,"Skype for Business for iOS",,""
"No Contacts",,"Καμία επαφή",,"None",,"All",,"Skype for Business for iOS",,""
"Your contacts will appear here",,"Οι επαφές σας θα εμφανίζονται εδώ",,"None",,"All",,"Skype for Business for iOS",,""
"No Conversations",,"Καμία συνομιλία",,"None",,"All",,"Skype for Business for iOS",,""
"You currently have no conversations",,"Δεν έχετε συνομιλίες αυτήν τη στιγμή",,"None",,"All",,"Skype for Business for iOS",,""
"No IM",,"Χωρίς IM",,"None",,"All",,"Skype for Business for iOS",,""
"No Meetings",,"Καμία σύσκεψη",,"None",,"All",,"Skype for Business for iOS",,""
"Your meetings will appear here",,"Οι συσκέψεις σας θα εμφανίζονται εδώ",,"None",,"All",,"Skype for Business for iOS",,""
"You don't have any meetings scheduled",,"Δεν έχετε καμία προγραμματισμένη σύσκεψη",,"None",,"All",,"Skype for Business for iOS",,""
"No Name",,"Χωρίς όνομα",,"None",,"All",,"Skype for Business for iOS",,""
"No other participants",,"Κανένας άλλος",,"None",,"All",,"Skype for Business for iOS",,""
"No Participants",,"Κανείς",,"None",,"All",,"Skype for Business for iOS",,""
"There are no participants in this conversation",,"Δεν υπάρχουν συμμετέχοντες σε αυτήν τη συνομιλία",,"None",,"All",,"Skype for Business for iOS",,""
"No Results",,"Δεν υπάρχουν αποτελέσματα",,"None",,"All",,"Skype for Business for iOS",,""
"No Voice",,"Χωρίς φων. υπηρ.",,"None",,"All",,"Skype for Business for iOS",,""
"No Voice Mail",,"Κανένα μήνυμα τηλεφωνητή",,"None",,"All",,"Skype for Business for iOS",,""
"Your voicemails will appear here",,"Τα μηνύματα φωνητικού ταχυδρομείου σας θα εμφανίζονται εδώ",,"None",,"All",,"Skype for Business for iOS",,""
"No members",,"Κανένα μέλος",,"None",,"All",,"Skype for Business for iOS",,""
"None",,"Χωρίς επιλογή",,"None",,"All",,"Skype for Business for iOS",,""
"%@ is currently not added to favorites",,"Η επαφή %@ δεν έχει προστεθεί αυτήν τη στιγμή στα αγαπημένα",,"None",,"All",,"Skype for Business for iOS",,""
"Not now",,"Όχι τώρα",,"None",,"All",,"Skype for Business for iOS",,""
"Not Sure",,"Δεν είμαι σίγουρος",,"None",,"All",,"Skype for Business for iOS",,""
"Not a Skype for Business User?",,"Δεν είστε χρήστης Skype για επιχειρήσεις;",,"None",,"All",,"Skype for Business for iOS",,""
"This feature has not been implemented yet. Please try again in a future release.",,"Αυτή η δυνατότητα δεν έχει υλοποιηθεί ακόμη. Δοκιμάστε ξανά σε μελλοντική έκδοση.",,"None",,"All",,"Skype for Business for iOS",,""
"Note",,"Σημείωση",,"None",,"All",,"Skype for Business for iOS",,""
"NOTES",,"ΣΗΜΕΙΩΣΕΙΣ",,"None",,"All",,"Skype for Business for iOS",,""
"Off",,"Όχι",,"None",,"All",,"Skype for Business for iOS",,""
"Off Work",,"Εκτός εργασίας",,"None",,"All",,"Skype for Business for iOS",,""
"Office",,"Γραφείο",,"None",,"All",,"Skype for Business for iOS",,""
"Offline",,"Εκτός σύνδεσης",,"None",,"All",,"Skype for Business for iOS",,""
"On",,"Ναι",,"None",,"All",,"Skype for Business for iOS",,""
"On behalf of %@",,"Εκ μέρους του χρήστη %@",,"None",,"All",,"Skype for Business for iOS",,""
"Your %@ call is on hold.",,"Η κλήση %@ είναι σε αναμονή.",,"None",,"All",,"Skype for Business for iOS",,""
"Your %@ call has been been terminated.",,"Η κλήση %@ τερματίστηκε.",,"None",,"All",,"Skype for Business for iOS",,""
"Contacts are now integrated with your phone, providing more calling options",,"Οι επαφές είναι πλέον ενσωματωμένες με το iPad, προσφέροντας περισσότερες επιλογές κλήσεων",,"None",,"All",,"Skype for Business for iOS",,""
"Got it",,"Το κατάλαβα",,"None",,"All",,"Skype for Business for iOS",,""
